Ad_ID,rooms_clean,total_area_clean,price_clean,Ceiling_height
263779667,2.0,120.0,330000.0,3.8
272128059,4.0,212.0,350000.0,2.64
224335583,4.0,111.0,350000.0,2.64
271627634,2.0,92.0,350000.0,2.64
274700592,4.0,132.0,350000.0,2.64
273231375,4.0,202.0,360000.0,2.64
271586905,2.0,123.0,400000.0,2.64
274315960,3.0,130.0,450000.0,2.64
272845144,3.0,180.0,450000.0,2.64
274743086,5.0,220.0,450000.0,2.64
271776317,4.0,180.0,450000.0,2.64
267884643,4.0,206.0,470000.0,3.2
274252226,5.0,215.0,500000.0,2.64
273970263,4.0,195.0,520000.0,3.2
269515978,4.0,186.0,590000.0,3.2
267915862,6.0,336.0,590000.0,2.64
273687210,6.0,380.0,650000.0,2.64
274009456,2.0,53.0,80000.0,3.2
274723871,2.0,53.0,80000.0,2.5
274548003,2.0,60.0,90000.0,2.64
229808794,1.0,30.0,95000.0,2.64
274903280,3.0,80.0,100000.0,2.64
271439388,3.0,68.0,100000.0,2.8
273474991,2.0,55.0,105000.0,2.8
274135582,2.0,55.0,110000.0,3.2
274880892,3.0,103.0,120000.0,2.64
271716464,3.0,80.0,120000.0,2.64
271249218,2.0,65.0,130000.0,3.0
274012210,2.0,98.0,135000.0,3.4
269317588,2.0,40.0,135000.0,2.4
273650910,2.0,89.4,135000.0,2.64
273823802,3.0,90.0,145000.0,2.64
272821193,3.0,90.0,150000.0,3.2
274103646,3.0,100.0,150000.0,2.64
236632140,2.0,43.3,150000.0,4.0
274478078,3.0,110.0,160000.0,3.0
272710931,2.0,120.0,165000.0,3.0
272047599,3.0,117.0,170000.0,3.0
273235893,3.0,120.0,180000.0,3.0
271487126,4.0,96.0,180000.0,2.64
236952590,2.0,120.0,190000.0,4.0
267882068,3.0,120.0,195000.0,2.64
271577440,2.0,75.0,200000.0,3.2
273795577,3.0,99.0,200000.0,2.64
271764581,4.0,130.0,220000.0,3.2
274744370,3.0,120.0,230000.0,2.64
274442273,3.0,105.0,250000.0,2.64
273689040,3.0,115.0,250000.0,3.0
274455073,5.0,165.0,250000.0,3.2
272262503,1.0,65.0,270000.0,2.64
267127816,2.0,76.0,270000.0,3.0
274999073,3.0,126.0,300000.0,3.2
273894772,3.0,124.0,300000.0,3.2
274085397,2.0,130.0,330000.0,3.8
269357269,4.0,190.0,330000.0,3.2
273906122,4.0,178.0,350000.0,3.0
241709509,4.0,135.0,350000.0,3.0
267357413,4.0,130.0,350000.0,2.64
268872145,4.0,212.0,350000.0,3.2
272718014,4.0,178.0,350000.0,2.64
274095176,4.0,201.0,360000.0,2.64
272406227,5.0,181.0,370000.0,3.4
269938440,2.0,123.6,400000.0,2.64
265972115,3.0,129.0,400000.0,2.64
272294030,4.0,176.0,400000.0,3.2
271917911,4.0,190.0,400000.0,3.3
272096512,4.0,180.0,450000.0,3.2
271453191,4.0,247.0,500000.0,3.0
259213637,3.0,110.0,500000.0,3.3
271066176,5.0,180.0,500000.0,3.2
274431441,4.0,300.0,500000.0,3.2
274751643,3.0,190.0,500000.0,3.0
272470364,5.0,180.0,500000.0,2.64
271499362,4.0,209.0,550000.0,2.64
265591858,3.0,173.1,550000.0,3.2
267743247,6.0,336.0,590000.0,3.2
270598847,4.0,190.0,600000.0,3.2
271983799,6.0,258.0,600000.0,3.2
274686779,3.0,76.0,60000.0,2.74
274862000,1.0,35.3,36000.0,2.6
274747534,2.0,71.7,55000.0,2.7
273551383,1.0,41.2,36000.0,2.64
273693111,3.0,70.0,65000.0,2.4
273510895,1.0,40.0,30000.0,2.74
265111957,2.0,57.0,45000.0,2.64
267761830,1.0,42.0,35000.0,2.64
271601843,3.0,68.0,48000.0,2.64
275004836,3.0,82.0,55000.0,2.64
273907511,1.0,41.0,29999.0,2.64
235355662,1.0,37.0,38000.0,3.0
268903569,3.0,87.0,80000.0,2.7
274794055,3.0,84.0,95000.0,2.64
274455296,1.0,38.0,28000.0,2.64
274838267,1.0,38.0,28000.0,2.74
274905945,1.0,35.0,29000.0,2.64
273089522,1.0,30.0,30000.0,3.1
272169225,1.0,38.0,30000.0,2.74
274177400,1.0,40.0,30000.0,2.64
273379337,1.0,38.0,30000.0,2.64
274164058,1.0,38.0,32000.0,2.64
273764363,1.0,42.4,32000.0,2.64
274173656,1.0,44.7,35000.0,2.64
274063411,2.0,58.0,36000.0,2.64
236543080,1.0,36.0,38000.0,2.64
256888072,1.0,42.0,38000.0,2.75
271083068,1.0,41.2,40000.0,2.64
274622371,2.0,64.0,40000.0,2.74
274917579,2.0,55.0,40000.0,2.64
274922675,1.0,35.0,40000.0,2.64
274482454,2.0,63.8,40000.0,2.64
274099537,2.0,67.0,43000.0,2.64
167911714,1.0,38.8,45000.0,2.64
274632558,3.0,56.0,45000.0,2.64
273080406,3.0,75.0,45000.0,2.64
273202959,2.0,55.0,47000.0,3.0
270816267,3.0,82.0,65000.0,2.64
274580039,2.0,70.0,70000.0,2.64
274945662,1.0,40.0,26000.0,2.75
228335421,1.0,31.0,27000.0,2.64
256834307,1.0,35.0,29000.0,2.64
274687179,1.0,27.0,30000.0,2.64
230487451,1.0,40.0,30000.0,2.74
170068347,1.0,41.0,30000.0,2.64
273476724,1.0,32.0,30000.0,2.64
242234098,1.0,45.0,30000.0,2.64
271203810,1.0,38.0,32000.0,260.0
274831384,1.0,42.0,33000.0,2.7
274091308,1.0,39.0,33500.0,3.0
262355297,1.0,38.5,34000.0,2.75
273815149,1.0,46.0,38000.0,2.8
274259730,1.0,34.0,40000.0,2.64
272275267,1.0,44.0,40000.0,2.64
273151859,1.0,38.0,40000.0,3.0
274846125,2.0,55.4,44000.0,2.64
270525077,1.0,29.0,45000.0,2.64
262081183,2.0,57.0,47000.0,2.64
274460195,1.0,38.0,49000.0,2.64
274974124,2.0,44.0,54500.0,2.64
274055451,3.0,70.0,71000.0,2.64
274393865,3.0,87.0,80000.0,2.64
269265022,3.0,84.0,90000.0,2.64
273593681,3.0,77.0,92000.0,2.64
263724076,3.0,84.0,95000.0,2.8
274689762,3.0,96.0,100000.0,2.7
251618576,2.0,60.0,46000.0,2.75
186299640,1.0,38.0,32000.0,3.0
240575765,2.0,65.0,45000.0,2.74
238230007,1.0,43.0,38000.0,2.64
273672956,2.0,26.0,23000.0,2.64
274667443,1.0,36.4,34000.0,2.64
256518254,1.0,38.0,35000.0,2.74
265357607,1.0,30.5,35000.0,3.2
245971204,1.0,38.5,35000.0,2.64
274344079,2.0,50.0,38000.0,3.0
274267929,2.0,52.0,42000.0,2.74
273318241,1.0,40.0,43000.0,2.48
270883351,1.0,29.0,45000.0,2.64
273780889,2.0,56.0,45000.0,2.75
272536453,2.0,54.0,45000.0,3.0
268878838,2.0,64.0,49700.0,2.64
270572812,2.0,48.1,50000.0,2.8
269471423,5.0,124.0,100000.0,2.64
274741628,1.0,33.0,30000.0,2.64
274812555,1.0,37.7,32000.0,2.74
274939275,1.0,38.0,35000.0,3.0
274891201,1.0,40.0,35000.0,2.75
274792043,2.0,27.0,35000.0,2.64
274557406,2.0,27.7,35000.0,2.64
274537001,1.0,40.0,35500.0,2.74
274866930,1.0,41.0,39000.0,2.64
274917171,2.0,52.2,47000.0,2.64
274040469,3.0,102.0,330000.0,3.0
274159090,5.0,238.0,500000.0,3.2
271705861,5.0,234.0,500000.0,3.5
212024381,4.0,134.1,270000.0,3.0
268876926,4.0,108.0,230000.0,3.2
272945877,4.0,168.0,300000.0,2.64
273737770,3.0,160.0,150000.0,2.64
273632382,3.0,122.0,165000.0,2.64
266473705,3.0,133.0,170000.0,3.0
274665301,4.0,138.0,200000.0,3.0
274239480,4.0,126.0,350000.0,3.2
267738673,3.0,133.0,170000.0,3.0
274547960,4.0,145.0,200000.0,3.0
274968027,2.0,40.0,45000.0,2.64
273781555,2.0,71.0,115000.0,2.64
270949943,3.0,74.0,120000.0,3.0
274160822,5.0,143.0,260000.0,2.8
273997856,3.0,133.0,270000.0,3.9
274968426,2.0,39.0,45000.0,2.64
274617829,3.0,80.0,100000.0,2.64
273460010,3.0,115.0,110000.0,2.64
274042642,2.0,71.0,115000.0,2.64
273668901,3.0,110.0,120000.0,2.64
273387110,4.0,120.0,150000.0,2.64
271712915,3.0,140.0,190000.0,2.64
274941472,3.0,85.0,270000.0,3.4
274389673,4.0,133.0,270000.0,3.2
272948850,6.0,312.0,550000.0,2.64
274265622,1.0,25.0,48000.0,2.64
274736912,1.0,40.0,55000.0,2.64
270596945,2.0,61.0,70000.0,3.0
273451067,1.0,41.0,80000.0,2.64
272817173,1.0,41.0,80000.0,2.64
274025893,4.0,122.0,150000.0,2.64
273998987,3.0,140.0,190000.0,2.64
273605459,4.0,130.0,200000.0,2.7
273005010,4.0,168.0,250000.0,2.64
274403923,4.0,160.0,270000.0,2.64
274930449,3.0,85.0,270000.0,2.64
274620805,5.0,235.0,299000.0,2.64
270548491,4.0,174.0,300000.0,2.64
269907925,4.0,168.0,300000.0,2.64
273910962,4.0,126.0,350000.0,3.2
272284525,6.0,220.0,700000.0,2.64
258854289,4.0,170.0,950000.0,3.1
274337663,2.0,25.0,48000.0,2.64
274310820,1.0,38.0,50000.0,2.64
274826437,2.0,61.0,70000.0,2.64
274862056,2.0,78.9,89000.0,2.7
273803362,3.0,80.0,100000.0,3.0
273231691,3.0,115.0,110000.0,2.64
274997687,3.0,75.0,130000.0,3.2
274501552,2.0,72.0,160000.0,2.64
274843140,3.0,100.0,180000.0,2.64
273689433,4.0,120.0,185000.0,3.2
274835253,4.0,120.0,185000.0,2.64
155990459,4.0,134.0,200000.0,2.64
272896002,4.0,76.0,200000.0,2.64
274176645,3.0,116.0,250000.0,2.64
268110903,3.0,123.0,250000.0,3.2
272250852,5.0,143.0,260000.0,3.2
268940428,4.0,170.0,270000.0,3.5
274939068,3.0,85.0,270000.0,2.64
255388888,4.0,160.0,5000.0,2.64
271824007,4.0,150.0,300000.0,3.0
274181774,3.0,130.0,300000.0,3.2
273148119,4.0,200.0,300000.0,3.2
273344928,4.0,146.0,300000.0,3.0
269763841,4.0,168.0,330000.0,3.2
274619017,4.0,169.0,330000.0,3.2
273525569,4.0,168.0,330000.0,2.64
274020738,4.0,130.0,350000.0,3.2
268266823,6.0,210.0,380000.0,3.2
273785167,6.0,326.0,400000.0,3.2
269679389,3.0,160.0,450000.0,3.4
271740344,6.0,218.0,750000.0,3.2
229440304,4.0,184.0,950000.0,3.0
271195235,6.0,414.0,1500000.0,2.64
194057094,1.0,21.0,38000.0,2.64
274437045,2.0,45.0,45000.0,2.64
237809420,2.0,64.0,85000.0,2.64
235805453,3.0,80.0,100000.0,2.64
271793380,1.0,40.0,45000.0,2.64
212768104,2.0,42.0,49000.0,2.64
274857105,2.0,40.0,50000.0,2.64
273770406,2.0,37.0,59900.0,2.64
272094765,2.0,46.0,60000.0,2.64
274634999,1.0,30.0,60000.0,2.64
274357475,3.0,80.0,65000.0,2.64
274043819,2.0,40.0,65000.0,2.64
273378576,2.0,43.0,65000.0,2.64
274114632,2.0,63.0,65000.0,3.2
274067060,2.0,61.0,70000.0,2.64
274113086,2.0,70.0,75000.0,3.0
274403628,3.0,74.0,90000.0,2.64
274962198,2.0,66.0,129000.0,2.64
239198302,3.0,100.0,140000.0,2.64
274805813,4.0,150.0,145000.0,3.0
269993892,3.0,153.0,170000.0,3.5
215194648,3.0,106.0,230000.0,2.8
225860654,3.0,115.0,250000.0,3.4
274568774,3.0,127.0,300000.0,3.5
271175941,3.0,75.0,120000.0,2.64
274356905,3.0,65.0,100000.0,2.64
268192176,3.0,151.0,380000.0,3.0
274217256,2.0,46.0,60000.0,2.64
274847835,2.0,50.0,70000.0,2.64
274537716,3.0,65.0,70000.0,2.7
274340524,3.0,70.0,100000.0,2.64
271972500,3.0,113.0,110000.0,2.64
237156911,2.0,55.0,110000.0,2.64
274019839,3.0,110.0,130000.0,2.64
268431022,3.0,74.5,150000.0,2.64
274713768,3.0,100.0,250000.0,2.64
269675669,3.0,125.0,250000.0,2.64
273905760,4.0,170.0,270000.0,2.64
267064065,4.0,150.0,270000.0,2.64
274859209,4.0,195.0,300000.0,3.5
270580932,3.0,165.0,380000.0,2.64
271453510,5.0,238.0,500000.0,2.64
274553672,4.0,175.0,270000.0,2.64
274916044,1.0,37.0,40000.0,2.64
230040643,2.0,40.0,40000.0,2.64
273963314,1.0,35.0,57000.0,2.5
274016615,2.0,42.0,58000.0,2.64
269936434,2.0,50.0,59000.0,2.64
274549022,3.0,68.0,70000.0,2.8
268907598,1.0,31.0,74990.0,2.64
273350191,2.0,50.0,75000.0,2.64
274995605,2.0,58.7,75000.0,2.7
274339073,3.0,57.0,75000.0,2.6
274550310,2.0,47.0,85000.0,2.64
272839407,3.0,80.0,90000.0,2.64
243736175,3.0,86.0,95000.0,2.64
274377532,3.0,80.0,105000.0,2.64
272685227,4.0,90.0,110000.0,3.2
269864145,3.0,120.0,110000.0,2.64
270980996,3.0,75.0,120000.0,3.0
272753865,4.0,93.0,130000.0,2.64
271723569,3.0,90.0,130000.0,2.64
273821511,4.0,102.0,160000.0,2.64
274529945,3.0,110.0,160000.0,3.3
273670495,3.0,120.0,165000.0,3.5
267627913,3.0,153.0,170000.0,2.64
266838052,2.0,65.0,180000.0,3.0
273571446,3.0,145.0,200000.0,3.1
274092140,4.0,170.0,240000.0,2.64
274082061,4.0,105.0,250000.0,2.64
275005419,3.0,85.0,270000.0,3.4
273909459,4.0,175.0,278800.0,2.64
254126155,4.0,162.0,5000.0,2.64
255696192,4.0,162.0,5000.0,2.64
273640342,4.0,168.0,300000.0,2.64
274984130,4.0,170.0,330000.0,2.64
274930457,4.0,180.0,330000.0,3.2
273633851,4.0,168.0,330000.0,2.64
271702039,5.0,160.0,350000.0,3.2
274299550,4.0,126.0,350000.0,2.64
273002184,5.0,210.0,380000.0,2.64
267966065,4.0,155.0,390000.0,2.64
274541988,6.0,190.0,400000.0,2.64
273636937,6.0,312.0,550000.0,2.64
251764517,4.0,184.0,1000000.0,2.64
274197815,1.0,31.0,38000.0,2.64
274824579,1.0,40.0,40000.0,2.64
272378791,1.0,36.0,42000.0,2.64
274555195,1.0,40.0,43000.0,2.48
274320654,2.0,47.0,44000.0,2.64
192844642,2.0,32.0,45000.0,2.64
273237958,1.0,40.0,45000.0,2.64
274890783,1.0,45.0,45000.0,3.0
274750758,2.0,65.0,50000.0,3.2
259102612,1.0,40.0,50000.0,2.75
274058162,2.0,42.0,50000.0,2.64
274756026,1.0,40.0,50000.0,2.64
274489357,2.0,55.0,50000.0,2.64
227618948,2.0,50.0,50000.0,2.64
214374153,2.0,52.0,52000.0,2.64
274645866,1.0,38.0,55000.0,2.8
274343831,1.0,33.0,55000.0,2.64
269173511,2.0,50.0,55000.0,2.64
272174748,2.0,45.0,55000.0,2.64
273521592,2.0,55.0,55000.0,2.64
274921148,2.0,45.0,56000.0,2.64
273713274,2.0,45.0,57000.0,2.6
274489531,2.0,70.0,57000.0,2.64
263567881,1.0,35.0,59000.0,2.64
274703859,2.0,50.0,60000.0,2.64
273199110,2.0,62.0,60000.0,3.0
243207995,1.0,54.0,60000.0,2.64
273120524,2.0,54.0,60000.0,2.48
271933107,3.0,78.0,60000.0,2.64
265623901,2.0,50.0,60000.0,2.64
258256906,2.0,40.0,60000.0,2.64
274290580,2.0,55.0,60000.0,2.64
259225272,1.0,37.2,60000.0,2.52
224543985,2.0,35.0,65000.0,2.64
273449383,2.0,38.0,65000.0,2.64
274223044,1.0,38.0,65000.0,2.6
272628674,2.0,50.0,65000.0,2.48
271360992,3.0,120.0,120000.0,3.2
274496844,2.0,60.0,85000.0,2.64
259536063,2.0,65.0,65000.0,2.64
274828382,1.0,22.0,43000.0,2.64
274359638,2.0,38.0,70000.0,2.64
274626321,1.0,38.5,40000.0,2.64
274880593,2.0,50.0,55000.0,2.5
274459613,1.0,36.0,38000.0,2.64
268766630,1.0,40.0,40000.0,2.64
274940183,1.0,38.0,42000.0,2.64
274855603,2.0,56.0,48000.0,2.64
230354160,2.0,50.0,55000.0,2.5
235400269,3.0,80.0,70000.0,2.6
271994562,2.0,54.0,75000.0,2.64
273793299,2.0,55.0,75000.0,2.8
270953734,1.0,40.0,49000.0,2.7
236797525,2.0,45.0,40000.0,2.64
274974561,1.0,38.0,35000.0,2.64
274665527,1.0,30.5,33000.0,2.64
274665514,1.0,36.0,38000.0,2.64
228390860,1.0,39.0,50000.0,2.64
274997813,2.0,53.0,45000.0,2.64
274359516,2.0,38.0,70000.0,2.64
274972540,1.0,40.0,35000.0,2.64
274216380,2.0,37.0,38000.0,2.64
274892722,1.0,40.0,38000.0,2.64
274482549,1.0,40.0,40000.0,2.64
274434084,2.0,54.0,45000.0,2.7
274774551,1.0,36.0,47000.0,2.64
274653913,1.0,40.0,47000.0,2.64
274955317,2.0,44.0,48000.0,2.77
274711423,1.0,40.0,50000.0,2.64
274193008,2.0,52.0,50000.0,2.64
272500201,2.0,64.0,65000.0,3.0
272273200,4.0,110.0,150000.0,3.2
271841552,1.0,32.0,28000.0,2.64
190657984,1.0,32.0,30000.0,2.7
272777849,1.0,33.0,32000.0,2.64
274424175,1.0,37.0,32000.0,2.64
274935321,1.0,32.0,33000.0,2.64
274899337,1.0,43.0,35000.0,2.5
274506007,2.0,41.0,35000.0,2.48
274979771,1.0,32.0,35000.0,2.64
274929511,1.0,36.0,35000.0,2.64
273399927,1.0,37.0,35000.0,2.64
274056385,1.0,38.0,35000.0,2.64
273438703,2.0,46.0,35000.0,2.64
273914186,2.0,44.0,35000.0,2.48
274656258,1.0,33.0,37000.0,2.6
273626405,1.0,40.0,38000.0,2.5
273690672,1.0,33.0,39000.0,2.7
274700180,1.0,42.0,40000.0,2.64
274090481,2.0,58.0,40000.0,2.64
273743581,2.0,44.0,40000.0,2.48
274449384,2.0,42.0,40000.0,2.64
274349750,2.0,51.0,40000.0,2.64
274754956,2.0,42.0,40000.0,2.64
274882992,1.0,32.0,41000.0,2.5
274749898,1.0,30.0,42000.0,2.6
272689533,2.0,60.0,42000.0,2.64
273912636,2.0,42.0,42000.0,2.64
274891230,2.0,43.0,43000.0,2.64
274841573,2.0,45.0,43000.0,2.64
272282407,2.0,42.0,43000.0,2.64
274342776,2.0,53.0,44990.0,2.7
246086445,1.0,37.0,45000.0,2.64
271905406,2.0,48.0,45000.0,2.64
274186217,1.0,45.0,45000.0,2.6
273854109,2.0,46.0,45000.0,2.64
274563082,2.0,40.0,45000.0,2.64
254734630,1.0,39.0,45000.0,2.48
272338965,2.0,44.0,47000.0,2.6
268231053,1.0,30.0,48000.0,3.0
274921154,1.0,45.0,49500.0,2.7
273429585,1.0,40.0,50000.0,3.0
273734929,3.0,58.0,50000.0,2.64
274080633,2.0,52.0,52000.0,2.75
156310799,2.0,50.0,52000.0,2.7
274805841,2.0,45.0,54650.0,2.64
274519789,2.0,64.0,55000.0,2.64
274900735,3.0,73.0,55000.0,2.64
274757204,1.0,42.0,55000.0,3.0
274100202,1.0,39.0,55000.0,2.64
273779767,1.0,40.0,55000.0,2.7
273755541,2.0,43.0,55000.0,2.5
274970581,2.0,45.0,55000.0,2.64
274312953,2.0,52.0,55000.0,2.64
274720204,1.0,35.4,56000.0,2.64
273217306,3.0,54.4,58000.0,2.64
274362347,1.0,36.0,60000.0,2.64
240846633,3.0,80.0,60000.0,2.64
274825557,2.0,56.0,60000.0,2.64
273114465,2.0,55.0,60000.0,2.64
244086236,2.0,58.0,60000.0,2.64
269293166,1.0,40.0,60000.0,2.64
274716748,2.0,58.0,65000.0,2.64
269883920,3.0,81.0,68000.0,2.6
274976307,3.0,60.0,70000.0,2.7
274101718,1.0,42.0,70000.0,2.64
274504525,2.0,50.0,75000.0,3.0
274794031,2.0,53.0,78000.0,2.7
273777834,3.0,64.0,80000.0,2.64
274837943,3.0,64.0,80000.0,2.64
271520102,4.0,94.0,90000.0,2.7
269979846,4.0,110.0,150000.0,2.64
271701551,1.0,35.0,29000.0,2.64
274841844,2.0,44.0,30000.0,2.64
274334200,1.0,34.9,30000.0,2.64
272536115,1.0,31.0,31000.0,2.64
274236172,2.0,44.0,33000.0,2.64
274807354,1.0,38.0,33000.0,2.64
274823403,1.0,39.2,34990.0,2.64
274611906,1.0,35.0,35000.0,2.64
206432312,1.0,36.0,35000.0,2.64
274808649,1.0,33.0,35000.0,2.64
271058609,1.0,40.0,37500.0,2.64
274660980,1.0,35.0,38000.0,2.64
255308082,1.0,33.0,38000.0,2.64
273236957,1.0,41.0,38500.0,2.64
253471228,2.0,45.0,39000.0,2.64
273379718,2.0,42.0,39000.0,2.64
274145015,2.0,53.0,40000.0,2.64
240491648,2.0,47.0,41000.0,2.64
274892824,1.0,38.0,42000.0,2.8
271327416,2.0,52.0,42000.0,2.64
274893828,2.0,45.0,45000.0,2.64
274840087,2.0,47.0,45000.0,2.64
189013762,2.0,46.0,45000.0,2.64
274871346,1.0,50.0,45000.0,2.64
270399044,2.0,46.5,45000.0,2.64
274824203,2.0,42.0,47000.0,2.64
274238770,1.0,42.0,48000.0,2.7
274820050,2.0,52.0,50000.0,2.64
274762717,2.0,50.0,50000.0,2.64
238609045,1.0,39.0,50000.0,2.78
245442147,1.0,36.2,50000.0,2.64
274900146,1.0,39.0,53000.0,2.64
274877624,1.0,52.0,54000.0,2.75
274915752,1.0,54.1,55000.0,2.64
273723329,2.0,52.0,55000.0,2.64
270271044,2.0,52.0,55000.0,2.64
274478715,1.0,36.0,55000.0,2.64
274559889,2.0,50.0,55000.0,2.48
273478469,1.0,40.0,55000.0,2.7
274111253,3.0,71.0,55000.0,2.64
205905112,1.0,37.0,60000.0,2.64
265479694,2.0,45.0,60000.0,2.64
168315026,1.0,41.0,60000.0,2.75
274903488,2.0,35.0,63000.0,3.0
273979260,1.0,35.0,65000.0,2.64
274412530,1.0,40.0,65000.0,2.64
238547332,2.0,42.0,65000.0,2.64
273055238,1.0,35.0,66000.0,2.64
274577031,2.0,56.0,68000.0,2.8
274866620,3.0,64.0,68500.0,2.64
272627418,2.0,54.0,70000.0,3.0
273904419,3.0,80.0,70000.0,2.64
274874883,1.0,40.0,73000.0,2.64
271223261,1.0,39.9,74000.0,2.64
274296179,2.0,67.0,80000.0,2.64
270102208,3.0,105.0,105000.0,3.0
266271208,3.0,92.0,150000.0,2.64
274662423,1.0,35.0,36000.0,2.64
274880511,1.0,35.0,40000.0,2.48
274779213,1.0,21.0,45000.0,2.64
263108783,1.0,37.0,30000.0,2.64
274868306,1.0,33.0,33000.0,2.64
267336499,1.0,37.0,35000.0,2.64
269685442,1.0,38.0,35000.0,2.64
274735353,1.0,31.0,37000.0,2.64
